best_primary_model_rmse,best_external_benchmark_rmse,best_assisted_model_rmse,delta_rmse,recommendation,governance_recommendation
393489.2706136952,350168.20942803303,304436.22230686987,43321.06118566217,open_assisted_track,deploy_assisted
